"CO","AB","FACID","DIS","FNAME","FSTREET","FCITY","FZIP","FSIC","COID","TS","HRA","CHINDEX","AHINDEX","DISN","CHAPIS","CERR_CODE","EMS","year","county","full_address","latitude","longitude"
"20","SJV","8416","SJU","THE ALMOND COMPANY","2900 AIRPORT DRIVE","MADERA",NA,"723","MAD","2.75",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2020","MADERA","2900 AIRPORT DRIVE, MADERA, MADERA, CA",36.9921045,-120.1064319
"47","NEP","31","SIS","TIMBER PRODUCTS","130 N PHILLIPE LANE","YREKA","96097","2436","SIS",NA,NA,NA,NA,"SISKIYOU COUNTY APCD",NA,NA,"0.00094","2020","SISKIYOU","130 N PHILLIPE LANE, YREKA, SISKIYOU, CA",41.7358241,-122.5926002
"15","SJV","634","SJU","TREEHOUSE CALIFORNIA ALMONDS LLC","2114 ROAD 144","DELANO",NA,"723","KER","0.12",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2020","KERN","2114 ROAD 144, DELANO, KERN, CA",35.7357696,-119.2360254
"54","SJV","634","SJU","TREEHOUSE CALIFORNIA ALMONDS LLC","2115 ROAD 144","DELANO","93215","723","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"30.99999949","2020","TULARE","2115 ROAD 144, DELANO, TULARE, CA",35.7887342,-119.2231196
"50","SJV","8778","SJU","TURLOCK WALNUT COMPANY","400 D ST","TURLOCK","95380","723","STA",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2020","STANISLAUS","400 D ST, TURLOCK, STANISLAUS, CA",37.4875556,-120.8456215
"48","SF","12626","BA","VALERO REFINING COMPANY - CALIFORNIA","3400 E 2ND STREET","BENICIA","94510","2911","SOL",NA,"9.1","0.02","0","BAY AREA AQMD",NA,NA,"0.219","2020","SOLANO","3400 E 2ND STREET, BENICIA, SOLANO, CA",38.0729751,-122.1458649
"19","MD","1759","AV","VULCAN - 7107 E AVENUE T","7107 EAST AVENUE T","LITTLEROCK","93543","2951","LA","1.75",NA,NA,NA,"ANTELOPE VALLEY AQMD",NA,NA,"0.04313908","2020","LOS ANGELES","7107 EAST AVENUE T, LITTLEROCK, LOS ANGELES, CA",34.5300795,-117.9941424
"15","SJV","363","SJU","VULCAN MATERIALS CO, WESTERN DIV","8517 PANAMA LN","BAKERSFIELD","93311","2951","KER","4.93",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.055486038","2020","KERN","8517 PANAMA LN, BAKERSFIELD, KERN, CA",35.2960673,-119.0973305
"37","SD","6306","SD","VULCAN MATERIALS WESTERN DIVISION CALMAT","10051 BLACK MOUNTAIN RD","SAN DIEGO","92126","1442","SD",NA,"1",NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.00006844","2020","SAN DIEGO","10051 BLACK MOUNTAIN RD, SAN DIEGO, SAN DIEGO, CA",32.9020957,-117.1238637
"1","SF","2066","BA","WASTE MANAGEMENT OF ALAMEDA COUNTY","10840 ALTAMONT PASS RD","LIVERMORE","94551","4953","ALA",NA,"7.9","0.11",NA,"BAY AREA AQMD",NA,NA,"0.449199295","2020","ALAMEDA","10840 ALTAMONT PASS RD, LIVERMORE, ALAMEDA, CA",37.7163616,-121.7078948
"54","SJV","8135","SJU","WAWONA PACKING","12133 AVENUE 408","CUTLER",NA,"723","TUL","0.38",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"1218.000054","2020","TULARE","12133 AVENUE 408, CUTLER, TULARE, CA",36.530327,-119.3018447
"54","SJV","3338","SJU","WES PAK INC","4572 AVENUE 400","DINUBA","93618","723","TUL","0.07",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2020","TULARE","4572 AVENUE 400, DINUBA, TULARE, CA",36.5342308,-119.3805667
"34","SV","192","SAC","A. TEICHERT & SON","8760 KIEFER BLVD","SACRAMENTO","95826","2951","SAC","82.9","1.53","0.04","0.34","SACRAMENTO METROPOLITAN AQMD","N",NA,"0.592961181","2021","SACRAMENTO","8760 KIEFER BLVD, SACRAMENTO, SACRAMENTO, CA",38.5469968,-121.3758623
"27","NCC","570","MBU","AMERESCO SANTA CRUZ ENERGY, LLC - JOHNSON CANYON LANDFILL","31400 JOHNSON CANYON ROAD","GONZALES","93926","4931","MON","1.9",NA,NA,NA,"MONTEREY BAY AIR RESOURCES DISTRICT",NA,NA,"0.005348698","2021","MONTEREY","31400 JOHNSON CANYON ROAD, GONZALES, MONTEREY, CA",36.5289108,-121.4142604
"56","SCC","845","VEN","ANACAPA BERRY FARMS","4300 ETTING ROAD","OXNARD","93033","5148","VEN","0.03",NA,NA,NA,"VENTURA COUNTY APCD",NA,NA,"29.6","2021","VENTURA","4300 ETTING ROAD, OXNARD, VENTURA, CA",34.1617597,-119.1461202
"24","SJV","1166","SJU","ANDERSEN NUT COMPANY","3050 S HUNT RD","GUSTINE","95322","723","MER","5.38",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"14.00000043","2021","MERCED","3050 S HUNT RD, GUSTINE, MERCED, CA",37.2450245,-120.9939363
"51","SV","24014","FR","ARDENT MILLS LLC","1200 PUTMAN AVENUE",NA,"95991","723","SUT","2.88",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2021","SUTTER","1200 PUTMAN AVENUE, NA, SUTTER, CA",39.1112432,-121.6090641
"36","MD","500","MOJ","BARSTOW WASTEWATER TREATMENT PLANT","2200 E RIVERSIDE DRIVE","BARSTOW","92311","4952","SBD","7.58",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"7.270201594","2021","SAN BERNARDINO","2200 E RIVERSIDE DRIVE, BARSTOW, SAN BERNARDINO, CA",34.8965574,-117.000534
"10","SJV","3865","SJU","BOGHOSIAN RAISIN PACKING COMPANY, INC.","726 S 8TH ST","FOWLER","93625","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","FRESNO","726 S 8TH ST, FOWLER, FRESNO, CA",36.6243185,-119.6762548
"36","MD","169","MOJ","CALMAT - 20181 NAT'L TRAILS","20181 NATIONAL TRAILS HIGHWAY","ORO GRANDE","92368","2951","SBD","9.17",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"0.05798627","2021","SAN BERNARDINO","20181 NATIONAL TRAILS HIGHWAY, ORO GRANDE, SAN BERNARDINO, CA",34.5959326,-117.334549
"56","SCC","25","VEN","CALMAT CO. DBA VULCAN MATERIALS COMPANY","6029 VINEYARD AVE.","OXNARD","93030","2951","VEN",NA,"1.35","0.02","0.78","VENTURA COUNTY APCD",NA,NA,"0.008764841","2021","VENTURA","6029 VINEYARD AVE., OXNARD, VENTURA, CA",34.2679843,-119.1431533
"37","SD","27","SD","CANYON ROCK","7500 MISSION GORGE RD","SAN DIEGO","92120","3241","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.360912675","2021","SAN DIEGO","7500 MISSION GORGE RD, SAN DIEGO, SAN DIEGO, CA",32.808551,-117.078189
"7","SF","10","BA","CHEVRON PRODUCTS COMPANY","841 CHEVRON WAY","RICHMOND","94801","2911","CC","59458","8","0.02",NA,"BAY AREA AQMD",NA,NA,"41.95","2021","CONTRA COSTA","841 CHEVRON WAY, RICHMOND, CONTRA COSTA, CA",37.9321355,-122.3911055
"10","SJV","317","SJU","CHOOLJIAN BROS PACKING CO","3192 S INDIANOLA","SANGER","93657","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","FRESNO","3192 S INDIANOLA, SANGER, FRESNO, CA",36.7213904,-119.5831314
"33","MD","1422","MOJ","CHUCKAWALLA VALLEY STATE PRISON","19005 WILEY'S WELL ROAD","BLYTHE",NA,"9223","RIV","7",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"22.88037496","2021","RIVERSIDE","19005 WILEY'S WELL ROAD, BLYTHE, RIVERSIDE, CA",33.5614912,-114.9267021
"42","SCC","8676","SB","COUNTY OF SANTA BARBARA - TAJIGUAS LANDFILL","14470 CALLE REAL","GOLETA","93117","4953","SB",NA,NA,NA,NA,"SANTA BARBARA COUNTY APCD",NA,NA,"2.952088424","2021","SANTA BARBARA","14470 CALLE REAL, GOLETA, SANTA BARBARA, CA",34.4365733,-119.8983766
"20","SJV","4265","SJU","D.V. ENTERPRISES","20282 ROAD 21","MADERA","93638","723","MAD","0.43",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"389.9999857","2021","MADERA","20282 ROAD 21, MADERA, MADERA, CA",37.0836557,-120.1659509
"39","SJV","2395","SJU","DELTA PACKING CO. OF LODI,INC.","6021 E KETTLEMAN LANE","LODI","95240","723","SJ","2.98",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"5409.999847","2021","SAN JOAQUIN","6021 E KETTLEMAN LANE, LODI, SAN JOAQUIN, CA",38.1159094,-121.2424831
"39","SJV","285","SJU","DIAMOND FOODS, LLC","1050 S DIAMOND ST","STOCKTON","95201","723","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"280.0000012","2021","SAN JOAQUIN","1050 S DIAMOND ST, STOCKTON, SAN JOAQUIN, CA",37.9453226,-121.2558398
"56","SCC","507","VEN","DRISCOLL STRAWBERRY ASSOCIATES","3939 E. HUENEME ROAD","OXNARD","93030","5148","VEN","0.29",NA,NA,NA,"VENTURA COUNTY APCD",NA,NA,"255","2021","VENTURA","3939 E. HUENEME ROAD, OXNARD, VENTURA, CA",34.147292,-119.1415054
"1","SF","591","BA","EAST BAY MUNICIPAL UTILITY DISTRICT","2020 WAKE AVENUE","OAKLAND","94607","4952","ALA","418.4","8","0.06",NA,"BAY AREA AQMD",NA,NA,"8.542418098","2021","ALAMEDA","2020 WAKE AVENUE, OAKLAND, ALAMEDA, CA",37.8249523,-122.2958661
"15","MD","47","KER","EDWARDS AIR FORCE BASE",NA,"EDWARDS",NA,"9711","KER","3.04",NA,NA,NA,"EASTERN KERN APCD",NA,NA,"197.0918","2021","KERN","NA, EDWARDS, KERN, CA",34.9260827,-117.9350683
"20","SJV","8250","SJU","EL DORADO ALMONDS LLC","21888 AVENUE 14","MADERA",NA,"723","MAD","0.88",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"3000","2021","MADERA","21888 AVENUE 14, MADERA, MADERA, CA",36.9528289,-120.148451
"39","SJV","239","SJU","FELIX COSTA","13160 N WEST LN","LODI","95240","723","SJ","0.01",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"13.09813556","2021","SAN JOAQUIN","13160 N WEST LN, LODI, SAN JOAQUIN, CA",38.1009745,-121.2786765
"10","SJV","973","SJU","FIG GARDEN PACKING INC.","5545 W DAKOTA AVE","FRESNO","93722","723","FRE","0.33",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","FRESNO","5545 W DAKOTA AVE, FRESNO, FRESNO, CA",36.7861886,-119.8903315
"50","SJV","3838","SJU","FRAZIER NUT FARMS, INC","10830 YOSEMITE BLVD","WATERFORD","95386","723","STA","3.85",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"108.8000014","2021","STANISLAUS","10830 YOSEMITE BLVD, WATERFORD, STANISLAUS, CA",37.6383384,-120.7943254
"10","SJV","2870","SJU","GERAWAN FARMING LLC","1467 E DINUBA AVE","REEDLEY",NA,"723","FRE","14.8","0","0.33","0.58","SAN JOAQUIN VALLEY APCD",NA,NA,"1325.993152","2021","FRESNO","1467 E DINUBA AVE, REEDLEY, FRESNO, CA",36.5895822,-119.433564
"39","SJV","366","SJU","GRANITE CONSTRUCTION","10500 HARLAN RD","FRENCH CAMP","95231","2951","SJ","2.85",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.022071886","2021","SAN JOAQUIN","10500 HARLAN RD, FRENCH CAMP, SAN JOAQUIN, CA",37.8812286,-121.2748143
"10","SJV","590","SJU","GRANITE CONSTRUCTION, COALINGA","38940 HIGHWAY 33","COALINGA","93210","2951","FRE","5.46",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,".1795644091845138","2021","FRESNO","38940 HIGHWAY 33, COALINGA, FRESNO, CA",36.136329,-120.362339
"37","SD","199910776","SD","HARBOR PEST CONTROL","6160 FAIRMOUNT AVENUE #K","SAN DIEGO","92120","7342","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"387.95","2021","SAN DIEGO","6160 FAIRMOUNT AVENUE #K, SAN DIEGO, SAN DIEGO, CA",32.7859408,-117.1021408
"36","MD","1418","MOJ","HELENDALE COMMUNITY SERVICES DISTRICT","27079 HELENDALE ROAD","HELENDALE","92342","4952","SBD","8.74",NA,NA,NA,"MOJAVE DESERT AQMD",NA,NA,"11.19136238","2021","SAN BERNARDINO","27079 HELENDALE ROAD, HELENDALE, SAN BERNARDINO, CA",34.7592941,-117.3303004
"10","SJV","633","SJU","HMC GROUP COLD STORAGE, THE","13138 S BETHEL AVE","KINGSBURG","93631","723","FRE","0.22",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"1200.000048","2021","FRESNO","13138 S BETHEL AVE, KINGSBURG, FRESNO, CA",36.5440795,-119.5716967
"1","SF","24313","BA","IMPACT TRANSPORTATION  LLC","1425 MARITIME STREET","OAKLAND","94607","723","ALA","3.4",NA,NA,NA,"BAY AREA AQMD",NA,NA,"984.09986","2021","ALAMEDA","1425 MARITIME STREET, OAKLAND, ALAMEDA, CA",37.8143917,-122.3092998
"15","SJV","4216","SJU","JASMINE VINEYARDS","33319 POND RD","DELANO","93215","172","KER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","KERN","33319 POND RD, DELANO, KERN, CA",35.7180696,-119.2366179
"54","SJV","2716","SJU","JODY FRESH COOLING CO","4731 AVENUE 400","DINUBA","93618","4222","TUL","0.66",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"769.9999809","2021","TULARE","4731 AVENUE 400, DINUBA, TULARE, CA",36.5342308,-119.3805667
"24","SJV","3032","SJU","JOHN B. SANFILIPPO & SON, INC.","29241 COTTONWOOD RD","GUSTINE","95322","723","MER","1.1",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","MERCED","29241 COTTONWOOD RD, GUSTINE, MERCED, CA",37.1870668,-121.015949
"16","SJV","1901","SJU","KINGS WASTE & RECYCLING AUTHORITY","7803 HANFORD-ARMONA RD","HANFORD","93230","4953","KIN",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.000815311","2021","KINGS","7803 HANFORD-ARMONA RD, HANFORD, KINGS, CA",36.3134703,-119.6693004
"39","SJV","1152","SJU","LODI EXPORT CORP","48 E OAK ST","LODI","95241","723","SJ",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","SAN JOAQUIN","48 E OAK ST, LODI, SAN JOAQUIN, CA",38.132383,-121.271891
"39","SJV","1103","SJU","M & R COMPANY","405 S MAIN ST","LODI","95240","723","SJ","37.1",NA,"0.97",NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"2153.972948","2021","SAN JOAQUIN","405 S MAIN ST, LODI, SAN JOAQUIN, CA",38.1293808,-121.2709419
"7","SF","24726","BA","MARTINEZ REFINING COMPANY LLC","3485 PACHECO BLVD","MARTINEZ","94553","2911","CC","123950","9","0.02",NA,"BAY AREA AQMD",NA,NA,"438.5193529","2021","CONTRA COSTA","3485 PACHECO BLVD, MARTINEZ, CONTRA COSTA, CA",38.0033096,-122.083362
"54","SJV","7377","SJU","NEW LEAF COLD STORAGE","3170 AVENUE 360","TRAVER",NA,"4222","TUL","0.08",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"555.6999892","2021","TULARE","3170 AVENUE 360, TRAVER, TULARE, CA",36.4445179,-119.4806925
"20","SJV","981","SJU","P-R FARMS","17710 ROAD 24","MADERA","0","723","MAD","0.81",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"810.0000024","2021","MADERA","17710 ROAD 24, MADERA, MADERA, CA",37.00682,-120.1019131
"10","SJV","946","SJU","POINDEXTER NUT CO","5414 E FLORAL AVE","SELMA","93662","723","FRE","0.35",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"31.09999932","2021","FRESNO","5414 E FLORAL AVE, SELMA, FRESNO, CA",36.5763703,-119.6326712
"24","SJV","1397","SJU","PUSATERI NUT COMPANY","126 4TH ST","GUSTINE","95322","723","MER","0.7",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"35.99999845","2021","MERCED","126 4TH ST, GUSTINE, MERCED, CA",37.2597713,-120.9995022
"39","SJV","5000","SJU","RDJ FARMS DBA DANAMARK","7367 E MARIPOSA RD","STOCKTON","95215","723","SJ","0.6",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"995.9999919","2021","SAN JOAQUIN","7367 E MARIPOSA RD, STOCKTON, SAN JOAQUIN, CA",37.9127404,-121.1867358
"39","SJV","8844","SJU","RIVERMAID TRADING, CO.","6011 E PINE","LODI","95241","723","SJ","4.22",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"8580.959797","2021","SAN JOAQUIN","6011 E PINE, LODI, SAN JOAQUIN, CA",38.1340893,-121.2428789
"47","NEP","29","SIS","ROSEBURG FOREST PRODUCTS","98 MILL ST","WEED","96094","2436","SIS",NA,"1.72","0.12","0.14","SISKIYOU COUNTY APCD",NA,NA,"22.745","2021","SISKIYOU","98 MILL ST, WEED, SISKIYOU, CA",41.4335195,-122.3773579
"10","SJV","1076","SJU","SAN JOAQUIN FIGS","3564 N HAZEL AVE","FRESNO","93722","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","FRESNO","3564 N HAZEL AVE, FRESNO, FRESNO, CA",36.7892724,-119.849827
"10","SJV","3029","SJU","SAN JOAQUIN FIGS","6875 NORTH VAN BUREN AVE","FRESNO","93722","723","FRE",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","FRESNO","6875 NORTH VAN BUREN AVE, FRESNO, FRESNO, CA",36.8373287,-119.9164625
"41","SF","861","BA","SAN MATEO WATER QUALITY CONTROL PLANT","2050 DETROIT DRIVE","SAN MATEO","94404","4952","SM","51.6","4.3","0",NA,"BAY AREA AQMD",NA,NA,"12.4466387","2021","SAN MATEO","2050 DETROIT DRIVE, SAN MATEO, SAN MATEO, CA",37.5692895,-122.2964187
"12","NC","95","NCU","SCHMIDBAUER LUMBER","1099 WEST WATERFRONT DRIVE","EUREKA","95501","2421","HUM","66.88",NA,NA,NA,"NORTH COAST UNIFIED AQMD",NA,"A","0.37989","2021","HUMBOLDT","1099 WEST WATERFRONT DRIVE, EUREKA, HUMBOLDT, CA",40.7963233,-124.1830712
"37","SD","92235","SD","SD UNIFIED PORT DIST HARBOR FUMIGATION INC","802 TERMINAL ST","SAN DIEGO","92101","4422","SD",NA,NA,NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0","2021","SAN DIEGO","802 TERMINAL ST, SAN DIEGO, SAN DIEGO, CA",32.7019602,-117.1577628
"58","SV","34016","FR","SHOEI FOODS (U.S.A.) INC","1900 FEATHER RIVER BLVD","OLIVEHURST",NA,"723","YUB","0.66",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"9252","2021","YUBA","1900 FEATHER RIVER BLVD, OLIVEHURST, YUBA, CA",39.1097056,-121.5809304
"51","SV","33010","FR","STEPHENS DRYERS","8540 GARDEN HWY","YUBA CITY","95991","723","SUT","0.04",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2021","SUTTER","8540 GARDEN HWY, YUBA CITY, SUTTER, CA",39.113214,-121.6173582
"51","SV","16004","FR","SUNSWEET GROWERS INC.","901 NORTH WALTON AVENUE","YUBA CITY","95991","723","SUT","27.34",NA,NA,NA,"FEATHER RIVER AQMD",NA,NA,"0","2021","SUTTER","901 NORTH WALTON AVENUE, YUBA CITY, SUTTER, CA",39.1387038,-121.6412971
"15","SJV","2747","SJU","SUNVIEW COLD STORAGE","31548 PETERSON RD","MCFARLAND","93250","4222","KER",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"293.1999862","2021","KERN","31548 PETERSON RD, MCFARLAND, KERN, CA",35.704532,-119.2284268
"54","SJV","2785","SJU","SUNVIEW COLD STORAGE","315 N FRONT ST","EARLIMART",NA,"4222","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","TULARE","315 N FRONT ST, EARLIMART, TULARE, CA",35.8862975,-119.2741478
"34","SV","2","SAC","TEICHERT PERKINS PLANT","8760 KIEFER BLVD","SACRAMENTO","95826","1423","SAC","82.89",NA,NA,NA,"SACRAMENTO METROPOLITAN AQMD",NA,NA,"0.592961181","2021","SACRAMENTO","8760 KIEFER BLVD, SACRAMENTO, SACRAMENTO, CA",38.5469968,-121.3758623
"20","SJV","8416","SJU","THE ALMOND COMPANY","2900 AIRPORT DRIVE","MADERA",NA,"723","MAD","2.75",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","MADERA","2900 AIRPORT DRIVE, MADERA, MADERA, CA",36.9921045,-120.1064319
"47","NEP","31","SIS","TIMBER PRODUCTS","130 N PHILLIPE LANE","YREKA","96097","2436","SIS",NA,NA,NA,NA,"SISKIYOU COUNTY APCD",NA,NA,"0.00094","2021","SISKIYOU","130 N PHILLIPE LANE, YREKA, SISKIYOU, CA",41.7358241,-122.5926002
"15","SJV","634","SJU","TREEHOUSE CALIFORNIA ALMONDS LLC","2114 ROAD 144","DELANO",NA,"723","KER","0.12",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","KERN","2114 ROAD 144, DELANO, KERN, CA",35.7357696,-119.2360254
"54","SJV","634","SJU","TREEHOUSE CALIFORNIA ALMONDS LLC","2115 ROAD 144","DELANO","93215","723","TUL",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"30.99999949","2021","TULARE","2115 ROAD 144, DELANO, TULARE, CA",35.7887342,-119.2231196
"50","SJV","8778","SJU","TURLOCK WALNUT COMPANY","400 D ST","TURLOCK","95380","723","STA",NA,NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","STANISLAUS","400 D ST, TURLOCK, STANISLAUS, CA",37.4875556,-120.8456215
"48","SF","12626","BA","VALERO REFINING COMPANY - CALIFORNIA","3400 E 2ND STREET","BENICIA","94510","2911","SOL","7579","9.1","0.02","0","BAY AREA AQMD",NA,NA,"0.21847919","2021","SOLANO","3400 E 2ND STREET, BENICIA, SOLANO, CA",38.0729751,-122.1458649
"19","MD","1759","AV","VULCAN - 7107 E AVENUE T","7107 EAST AVENUE T","LITTLEROCK","93543","2951","LA","1.75",NA,NA,NA,"ANTELOPE VALLEY AQMD",NA,NA,"0.04313908","2021","LOS ANGELES","7107 EAST AVENUE T, LITTLEROCK, LOS ANGELES, CA",34.5300795,-117.9941424
"15","SJV","363","SJU","VULCAN MATERIALS CO, WESTERN DIV","8517 PANAMA LN","BAKERSFIELD","93311","2951","KER","4.93",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0.087744366","2021","KERN","8517 PANAMA LN, BAKERSFIELD, KERN, CA",35.2960673,-119.0973305
"37","SD","6306","SD","VULCAN MATERIALS WESTERN DIVISION CALMAT","10051 BLACK MOUNTAIN RD","SAN DIEGO","92126","1442","SD",NA,"1",NA,NA,"SAN DIEGO COUNTY APCD",NA,NA,"0.0000221","2021","SAN DIEGO","10051 BLACK MOUNTAIN RD, SAN DIEGO, SAN DIEGO, CA",32.9020957,-117.1238637
"1","SF","2066","BA","WASTE MANAGEMENT OF ALAMEDA COUNTY","10840 ALTAMONT PASS RD","LIVERMORE","94551","4953","ALA","1156.2","7.9","0.11",NA,"BAY AREA AQMD",NA,NA,"0.414992134","2021","ALAMEDA","10840 ALTAMONT PASS RD, LIVERMORE, ALAMEDA, CA",37.7163616,-121.7078948
"54","SJV","8135","SJU","WAWONA PACKING","12133 AVENUE 408","CUTLER",NA,"723","TUL","0.38",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"1576.799989","2021","TULARE","12133 AVENUE 408, CUTLER, TULARE, CA",36.530327,-119.3018447
"54","SJV","3338","SJU","WES PAK INC","4572 AVENUE 400","DINUBA","93618","723","TUL","0.07",NA,NA,NA,"SAN JOAQUIN VALLEY APCD",NA,NA,"0","2021","TULARE","4572 AVENUE 400, DINUBA, TULARE, CA",36.5342308,-119.3805667
"34","SV","192","SAC","A. TEICHERT & SON","8760 KIEFER BLVD","SACRAMENTO","95826","2951","SAC","82.9","1.53","0.04","0.34","SACRAMENTO METROPOLITAN AQMD","N",NA,"0.216459485","2022","SACRAMENTO","8760 KIEFER BLVD, SACRAMENTO, SACRAMENTO, CA",38.5469968,-121.3758623
"19","SC","106897","SC","AG-FUME SERVICES INC","2200  MINER ST","SAN PEDRO","90731","7342","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"19888","2022","LOS ANGELES","2200  MINER ST, SAN PEDRO, LOS ANGELES, CA",33.7263649,-118.2783891
"19","SC","148236","SC","AIR LIQUIDE LARGE INDUSTRIES U.S., LP","324 W EL SEGUNDO BLVD","EL SEGUNDO","90245","8099","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"3.0188033","2022","LOS ANGELES","324 W EL SEGUNDO BLVD, EL SEGUNDO, LOS ANGELES, CA",33.9157724,-118.4191399
"30","SC","5998","SC","ALL AMERICAN ASPHALT","14490  EDWARDS ST","WESTMINSTER","92683","1611","ORA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.11534162","2022","ORANGE","14490  EDWARDS ST, WESTMINSTER, ORANGE, CA",33.7519007,-118.0143595
"19","SC","114264","SC","ALL AMERICAN ASPHALT","13646  LIVE OAK LN","IRWINDALE","91706","1611","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.54659399","2022","LOS ANGELES","13646  LIVE OAK LN, IRWINDALE, LOS ANGELES, CA",34.1140641,-117.9756842
"19","SC","132954","SC","ALL AMERICAN ASPHALT","11549  BRADLEY AVE","SAN FERNANDO","91340","1771","LA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.5591361","2022","LOS ANGELES","11549  BRADLEY AVE, SAN FERNANDO, LOS ANGELES, CA",34.2686969,-118.4180464
"33","SC","148146","SC","ALL AMERICAN ASPHALT","4770  INDIAN ST","PERRIS","92571","1611","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.55539949","2022","RIVERSIDE","4770  INDIAN ST, PERRIS, RIVERSIDE, CA",33.8541777,-117.2347139
"33","SC","3704","SC","ALL AMERICAN ASPHALT, UNIT NO.01","1776  ALL AMERICAN WAY","CORONA","92879","1611","RIV",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"1.39875725","2022","RIVERSIDE","1776  ALL AMERICAN WAY, CORONA, RIVERSIDE, CA",33.8690337,-117.5291964
"30","SC","82207","SC","ALL AMERICAN ASPHALT,ALL AMER AGGREGATES","10671  JEFFREY RD","IRVINE","92602","1771","ORA",NA,NA,NA,NA,"SOUTH COAST AQMD",NA,NA,"0.725891","2022","ORANGE","10671  JEFFREY RD, IRVINE, ORANGE, CA",33.7174189,-117.7394261
